physpreset,c_54i_robot_dam_1_p_camera
physpreset,c_54i_robot_dam_1_p_frontpanel
physpreset,c_54i_robot_dam_1_p_lcalf
physpreset,c_54i_robot_dam_1_p_lshouldrot
physpreset,c_54i_robot_dam_1_p_lshouldtrans
physpreset,c_54i_robot_dam_1_p_lthigh
physpreset,c_54i_robot_dam_1_p_rcalf
physpreset,c_54i_robot_dam_1_p_rshouldrot
physpreset,c_54i_robot_dam_1_p_rshouldtrans
physpreset,c_54i_robot_dam_1_p_rthigh
physpreset,gib_heavy
physpreset,lantern
physpreset,raps_physpreset
physpreset,raps_physpreset_mp
physpreset,veh_t7_raps_drone_piece_phys
physpreset,wasp_physpreset
xanim,ai_base_rifle_crc_casual_idle_01
xanim,ai_base_rifle_crc_casual_idle_twitch_01
xanim,ai_base_rifle_crc_cover_2_stn_cover
xanim,ai_base_rifle_crc_cover_alert_2_blindfire_over
xanim,ai_base_rifle_crc_cover_alert_2_over
xanim,ai_base_rifle_crc_cover_alert_dth_b_chest_hvy
xanim,ai_base_rifle_crc_cover_alert_dth_b_chest_lt
xanim,ai_base_rifle_crc_cover_alert_dth_b_head_lt
xanim,ai_base_rifle_crc_cover_alert_dth_b_hips_hvy
xanim,ai_base_rifle_crc_cover_alert_dth_b_hips_lt
xanim,ai_base_rifle_crc_cover_alert_idle
xanim,ai_base_rifle_crc_cover_alert_idle_twitch_1
xanim,ai_base_rifle_crc_cover_alert_idle_twitch_2
xanim,ai_base_rifle_crc_cover_alert_idle_twitch_3
xanim,ai_base_rifle_crc_cover_arrival_1
xanim,ai_base_rifle_crc_cover_arrival_2
xanim,ai_base_rifle_crc_cover_arrival_3
xanim,ai_base_rifle_crc_cover_arrival_4
xanim,ai_base_rifle_crc_cover_arrival_6
xanim,ai_base_rifle_crc_cover_arrival_7
xanim,ai_base_rifle_crc_cover_arrival_8l
xanim,ai_base_rifle_crc_cover_arrival_8r
xanim,ai_base_rifle_crc_cover_arrival_9
xanim,ai_base_rifle_crc_cover_blindfire_over
