Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#ORIGINSMAGICBOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_hellbox_amb_high,,loaded,zmb\level\zm_tomb\magic_box\new\magicbox_idle_high.wav,,,,,,,,BUS_FX,grp_ambience,snp_ambience,,0,0,90,90,250,650,750,allon,default,allon,default,8,priority,8,oldest,-50,50,50,60,0,1,no,3d,default,,looping,,1,0,0,0,0,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_hellbox_amb_low,,loaded,zmb\level\zm_tomb\magic_box\new\magicbox_amb_low_00.wav,,,,,,,,BUS_FX,grp_ambience,snp_ambience,,0,0,77,77,250,650,750,allon,default,allon,default,8,priority,8,oldest,-50,50,50,60,0,1,no,3d,default,,looping,,1,0,0,0,0,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_hellbox_arrive,,loaded,zmb\level\zm_tomb\magic_box\new\magicbox_arrive.wav,,,,,,,,BUS_FX,grp_ambience,snp_ambience,,0,0,76,76,500,10000,12000,allon,default,allon,default,1,reject,8,oldest,-50,50,95,100,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_hellbox_bear,,loaded,zmb\level\zm_tomb\magic_box\new\magicbox_bear.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,30,0,82,82,500,2500,4000,allon,default,allon,default,1,oldest,8,oldest,0,0,40,60,0.25,1,no,2d,front,,nonlooping,,1,0,50,250,97,0,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_hellbox_close,,loaded,zmb\level\zm_tomb\magic_box\magic_box_close.wav,,,,,,,,BUS_FX,grp_ambience,snp_ambience,,0,0,98,98,250,2500,4000,allon,default,allon,default,1,oldest,8,oldest,-50,50,20,30,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_hellbox_jingle,,loaded,zmb\level\zm_tomb\magic_box\new\magicbox_gun_select.wav,,,,,,,,BUS_FX,grp_ambience,snp_ambience,,0,0,94,94,500,2500,4000,allon,default,allon,default,1,oldest,8,oldest,0,0,40,60,0.25,1,no,3d,default,,nonlooping,,1,1000,50,250,97,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_hellbox_leave,,loaded,zmb\level\zm_tomb\magic_box\new\magicbox_leave.wav,,,,,,,,BUS_FX,grp_ambience,snp_ambience,,0,0,82,82,500,2500,4000,allon,default,allon,default,1,oldest,8,oldest,-50,50,40,60,0.25,1,no,3d,default,,nonlooping,,1,0,50,250,97,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_hellbox_open,,loaded,zmb\level\zm_tomb\magic_box\magic_box_open.wav,,,,,zmb_hellbox_jingle,,,BUS_FX,grp_ambience,snp_ambience,,0,0,99,99,250,2500,4000,allon,default,allon,default,1,oldest,8,oldest,-50,50,20,30,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_hellbox_open_effect,,loaded,zmb\level\zm_tomb\magic_box\new\magicbox_elec_loop.wav,,,,,,,,BUS_FX,grp_ambience,snp_ambience,,0,0,88,88,500,2500,4000,allon,default,allon,default,1,oldest,8,oldest,0,0,40,60,0.25,1,no,3d,default,,looping,,1,0,50,250,97,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,500,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_hellbox_rise,,loaded,zmb\level\zm_tomb\magic_box\new\magicbox_rise_01.wav,,,,,zmb_hellbox_slam_shake,,,BUS_FX,grp_ambience,snp_ambience,,0,0,96,96,500,2500,4000,allon,default,allon,default,1,oldest,8,oldest,-50,50,40,60,0.25,1,no,3d,default,,nonlooping,,1,0,50,250,97,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_hellbox_slam_shake,,loaded,zmb\level\zm_tomb\magic_box\new\magicbox_open_slam.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,30,0,82,82,500,2500,4000,allon,default,allon,default,1,oldest,8,oldest,0,0,40,60,0.25,1,no,3d,front,,nonlooping,,1,5000,50,250,97,0,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,

#MOTDMAGICBOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_motd_magicbox_open,,,black_ops_2\zmb\hellbox\hellbox_open.wav,,,,,zmb_motd_magicbox_jingle,,,BUS_FX,grp_ambience,snp_ambience,,0,0,99,99,250,2500,4000,allon,default,allon,default,1,oldest,8,oldest,-50,50,20,30,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_motd_magicbox_jingle,,,black_ops_2\zmb\hellbox\hellbox_jingle.wav,,,,,,,,BUS_FX,grp_ambience,snp_ambience,,0,0,94,94,500,2500,4000,allon,default,allon,default,1,oldest,8,oldest,0,0,40,60,0.25,1,no,3d,default,,nonlooping,,1,1000,50,250,97,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_motd_magicbox_close,,,black_ops_2\zmb\hellbox\hellbox_close.wav,,,,,,,,BUS_FX,grp_ambience,snp_ambience,,0,0,98,98,250,2500,4000,allon,default,allon,default,1,oldest,8,oldest,-50,50,20,30,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0.1,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_motd_magicbox_bear,,,black_ops_2\zmb\hellbox\lock_leave.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,30,0,82,82,500,2500,4000,allon,default,allon,default,1,oldest,8,oldest,0,0,40,60,0.25,1,no,2d,front,,nonlooping,,1,0,50,250,97,0,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,

