Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#MONKEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mus_monkey_round_end_intro,,streamed,mus\zm\zod\meatball_round\meatball_round_end_mas_edited.wav,,,,,,,,BUS_MUSIC,grp_music,snp_movie,cmn_duck_underscore,0,0,92,92,0,10000,10000,allon,default,allon,default,1,oldest,8,oldest,0,0,100,100,0,1,no,2d,music_all,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,yes,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mus_monkey_round_start_intro,,streamed,mus\zm\zod\meatball_round\meatball_round_start_v2_mas.wav,,,,,,,,BUS_MUSIC,grp_music,snp_movie,cmn_duck_underscore,0,0,92,92,0,10000,10000,allon,default,allon,default,1,oldest,8,oldest,0,0,100,100,0,1,no,2d,music_all,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,yes,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_monkey_swing,,loaded,zmb\ai\cosmo_monkey\swings\fly_monkey_swing_00.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,46,0,84,88,100,800,1200,allon,default,allon,default,4,priority,8,oldest,-300,300,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_monkey_swing,,loaded,zmb\ai\cosmo_monkey\swings\fly_monkey_swing_01.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,46,0,84,88,100,800,1200,allon,default,allon,default,4,priority,8,oldest,-300,300,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_monkey_swing,,loaded,zmb\ai\cosmo_monkey\swings\fly_monkey_swing_02.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,46,0,84,88,100,800,1200,allon,default,allon,default,4,priority,8,oldest,-300,300,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_monkey_swing,,loaded,zmb\ai\cosmo_monkey\swings\fly_monkey_swing_03.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,46,0,84,88,100,800,1200,allon,default,allon,default,4,priority,8,oldest,-300,300,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_monkey_swing,,loaded,zmb\ai\cosmo_monkey\swings\fly_monkey_swing_04.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,46,0,84,88,100,800,1200,allon,default,allon,default,4,priority,8,oldest,-300,300,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_monkey_swing,,loaded,zmb\ai\cosmo_monkey\swings\fly_monkey_swing_05.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,46,0,84,88,100,800,1200,allon,default,allon,default,4,priority,8,oldest,-300,300,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_monkey_attack_machine,,loaded,dst\prop\comp_monitor\comp_monitor_00.wav,,,,,zmb_monkey_attack_machine_swt,,,BUS_FX,grp_foley,snp_foley,,46,0,80,80,150,800,1250,allon,default,allon,default,4,priority,8,oldest,-165,165,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_monkey_attack_machine,,loaded,dst\prop\comp_monitor\comp_monitor_01.wav,,,,,zmb_monkey_attack_machine_swt,,,BUS_FX,grp_foley,snp_foley,,46,0,80,80,150,800,1250,allon,default,allon,default,4,priority,8,oldest,-165,165,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
