Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#MECHZOMBIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mechz_end,,loaded,zmb\ai\mechz\v2\rocket\stop.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,79,79,500,3000,4000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_mechz_land,,loaded,zmb\ai\mechz\v2\land\land_00.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,50,0,79,83,250,1350,1500,allon,default,allon,default,3,priority,2,oldest,-200,200,10,50,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_mechz_land,,loaded,zmb\ai\mechz\v2\land\land_01.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,50,0,79,83,250,1350,1500,allon,default,allon,default,3,priority,2,oldest,-200,200,10,50,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_mechz_land,,loaded,zmb\ai\mechz\v2\land\land_02.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,50,0,79,83,250,1350,1500,allon,default,allon,default,3,priority,2,oldest,-200,200,10,50,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_mechz_loop,,loaded,zmb\ai\mechz\v2\rocket\loop.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,74,74,500,3000,4000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,looping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,500,1000,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_mechz_run,,loaded,zmb\ai\mechz\step\anim_decepticon_lg_run_01.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,50,0,79,83,250,1350,1500,allon,default,allon,default,3,priority,2,oldest,-200,200,60,80,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_mechz_run,,loaded,zmb\ai\mechz\step\anim_decepticon_lg_run_02.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,50,0,79,83,250,1350,1500,allon,default,allon,default,3,priority,2,oldest,-200,200,60,80,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_mechz_run,,loaded,zmb\ai\mechz\step\anim_decepticon_lg_run_03.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,50,0,79,83,250,1350,1500,allon,default,allon,default,3,priority,2,oldest,-200,200,60,80,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_mechz_run,,loaded,zmb\ai\mechz\step\anim_decepticon_lg_run_04.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,50,0,79,83,250,1350,1500,allon,default,allon,default,3,priority,2,oldest,-200,200,60,80,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_mechz_run_water,,loaded,zmb\ai\mechz\step_water\imp_step_water_01.wav,,,,,fly_mechz_run,,,BUS_FX,grp_foley,snp_foley,,50,0,79,83,250,1350,1500,allon,default,allon,default,3,priority,2,oldest,-200,200,60,80,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_mechz_run_water,,loaded,zmb\ai\mechz\step_water\imp_step_water_02.wav,,,,,fly_mechz_run,,,BUS_FX,grp_foley,snp_foley,,50,0,79,83,250,1350,1500,allon,default,allon,default,3,priority,2,oldest,-200,200,60,80,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_mechz_start,,loaded,zmb\ai\mechz\v2\rocket\start.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,79,79,500,3000,4000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_mechz_walk,,loaded,zmb\ai\mechz\step\anim_decepticon_lg_run_01.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,50,0,79,83,250,1350,1500,allon,default,allon,default,3,priority,2,oldest,-200,200,60,80,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_mechz_walk,,loaded,zmb\ai\mechz\step\anim_decepticon_lg_run_02.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,50,0,79,83,250,1350,1500,allon,default,allon,default,3,priority,2,oldest,-200,200,60,80,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_mechz_walk,,loaded,zmb\ai\mechz\step\anim_decepticon_lg_run_03.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,50,0,79,83,250,1350,1500,allon,default,allon,default,3,priority,2,oldest,-200,200,60,80,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_mechz_walk,,loaded,zmb\ai\mechz\step\anim_decepticon_lg_run_04.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,50,0,79,83,250,1350,1500,allon,default,allon,default,3,priority,2,oldest,-200,200,60,80,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_mechz_walk_water,,loaded,zmb\ai\mechz\step_water\imp_step_water_01.wav,,,,,fly_mechz_walk,,,BUS_FX,grp_foley,snp_foley,,50,0,79,83,250,1350,1500,allon,default,allon,default,3,priority,2,oldest,-200,200,60,80,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_mechz_walk_water,,loaded,zmb\ai\mechz\step_water\imp_step_water_02.wav,,,,,fly_mechz_walk,,,BUS_FX,grp_foley,snp_foley,,50,0,79,83,250,1350,1500,allon,default,allon,default,3,priority,2,oldest,-200,200,60,80,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
wpn_flame_thrower_loop_mechz,,loaded,zmb\ai\mechz\v2\flame\loop.wav,,,,,wpn_flame_thrower_loop_phase_mech_z,,,BUS_FX,grp_weapon_3p,snp_wpn_3p,wpn_cmn_shot_3p,60,0,80,80,1000,6000,6000,defaultmin,default,alloff,rcurve3,8,priority,1,oldest,0,0,40,90,0.25,0.8,no,3d,default,,looping,,1,150,1500,12000,0,0.5,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,120,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,1500,6000,,no,no,no,no,no,no,no,,,,
wpn_flame_thrower_loop_phase_mechz,,loaded,zmb\ai\mechz\v2\flame\loop.wav,,,,,,,,BUS_FX,grp_weapon_3p,snp_wpn_3p,wpn_cmn_shot_3p,60,0,70,70,1000,6000,6000,defaultmin,default,alloff,rcurve3,8,priority,1,oldest,40,40,40,90,0.25,0.8,no,3d,default,,looping,,1,150,1500,12000,0,0.5,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,120,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,1500,6000,,no,no,no,no,no,no,no,,,,
