Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#SOULCHEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_footprintbox_open,,loaded,zmb\level\zm_tomb\fpbox\challenge_box_open.wav,,,,,,,,BUS_FX,grp_set_piece,snp_set_piece,,40,0,82,82,150,750,850,allon,default,allon,default,8,priority,8,oldest,0,0,75,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0,,no,,0,,no,,,,,,,,,no,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_footprintbox_close,,loaded,zmb\level\zm_tomb\fpbox\challenge_box_close_r3.wav,,,,,,,,BUS_FX,grp_set_piece,snp_set_piece,,40,0,79,79,150,750,850,allon,default,allon,default,8,priority,8,oldest,0,0,75,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0,,no,,0,,no,,,,,,,,,no,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_footprintbox_glow_lp,,loaded,zmb\level\zm_tomb\fpbox\challenge_box_fire_r3.wav,,,,,,,,BUS_FX,grp_set_piece,snp_set_piece,,40,0,76,76,150,750,850,allon,default,allon,default,8,priority,8,oldest,0,0,75,90,0.25,1,no,3d,default,,looping,,1,0,0,0,0,0,,no,,0,,no,,,,,,,,,no,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_footprintbox_disappear,,loaded,zmb\level\zm_tomb\fpbox\disappear.wav,,,,,,,,BUS_FX,grp_set_piece,snp_set_piece,,40,0,80,80,150,750,850,allon,default,allon,default,8,priority,8,oldest,0,0,75,90,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0,,no,,0,,no,,,,,,,,,no,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_squest_charge_soul_leave,,loaded,zmb\zmb_blops\evt\zombie_moon\_sidequest\sq\evt_souls_flush.wav,,,,,,,,BUS_FX,grp_set_piece,snp_set_piece,,40,0,79,79,500,1000,1500,allon,default,allon,default,8,priority,8,oldest,0,0,50,80,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0,,no,,0,,no,,,,,,,,,no,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_squest_charge_soul_impact,,loaded,zmb\zmb_blops\evt\zombie_moon\_sidequest\sq\evt_tube_stop.wav,,,,,,,,BUS_FX,grp_set_piece,snp_set_piece,,40,0,79,79,500,1000,1500,allon,default,allon,default,8,priority,8,oldest,0,0,50,80,0.25,1,no,3d,default,,nonlooping,,1,0,0,0,0,0,,no,,0,,no,,,,,,,,,no,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
#CHALLENGEBOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_medallion_pickup,,loaded,zmb\level\zm_tomb\medal\medal_acquired_mn.wav,,,,,,,,BUS_FX,grp_set_piece,snp_set_piece,,40,0,88,88,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,,no,,0,,no,,,,,,,,,no,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_medal_acquired,,loaded,zmb\level\zm_tomb\medal\challenge_medal_r3.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,30,0,83,83,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,2d,front,,nonlooping,,1,0,0,0,0,0,,yes,,0,,no,,,,,,,,,no,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_squest_golden_anything,,loaded,zmb\level\zm_tomb\golden_pickup\fill.wav,,,,,,,,BUS_FX,grp_set_piece,snp_set_piece,,30,0,76,76,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,2d,quad,,nonlooping,,1,0,0,0,0,0,,yes,,0,,no,,,,,,,,,no,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
