Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#GravitySpikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_talon_spike_explode,,loaded,zmb\level\zm_zod\sword\slam\sparks\sword_spark_explode_00.wav,,,,,wpn_talon_spike_explode_lfe,,,bus_fx,grp_explosion,snp_wpn_1p,,40,0,79,79,500,2500,2500,,,,,4,priority,8,oldest,-100,100,25,80,0.25,0.75,no,3d,quad,,nonlooping,variant,1,0,200,600,79,0.2,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,1,yes,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_talon_spike_explode,,loaded,zmb\level\zm_zod\sword\slam\sparks\sword_spark_explode_01.wav,,,,,wpn_talon_spike_explode_lfe,,,bus_fx,grp_explosion,snp_wpn_1p,,40,0,79,79,500,2500,2500,,,,,4,priority,8,oldest,-100,100,25,80,0.25,0.75,no,3d,quad,,nonlooping,variant,1,0,200,600,79,0.2,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,1,yes,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_talon_spike_explode_blend,,loaded,wpn\grenade\emp\exp\dist\emp_exp_dist_00.wav,,,,,,,,bus_fx,grp_explosion,snp_grenade,,35,0,61,61,0,10000,10000,,,,,3,oldest,8,oldest,0,100,90,90,0.25,1,no,2d,quad,,nonlooping,variant,1,250,0,0,0,0.25,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_talon_spike_explode_blend,,loaded,wpn\grenade\emp\exp\dist\emp_exp_dist_01.wav,,,,,,,,bus_fx,grp_explosion,snp_grenade,,35,0,61,61,0,10000,10000,,,,,3,oldest,8,oldest,0,100,90,90,0.25,1,no,2d,quad,,nonlooping,variant,1,250,0,0,0,0.25,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_talon_spike_explode_blend,,loaded,wpn\grenade\emp\exp\dist\emp_exp_dist_02.wav,,,,,,,,bus_fx,grp_explosion,snp_grenade,,35,0,61,61,0,10000,10000,,,,,3,oldest,8,oldest,0,100,90,90,0.25,1,no,2d,quad,,nonlooping,variant,1,250,0,0,0,0.25,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_talon_spike_explode_blend,,loaded,wpn\grenade\emp\exp\dist\emp_exp_dist_03.wav,,,,,,,,bus_fx,grp_explosion,snp_grenade,,35,0,61,61,0,10000,10000,,,,,3,oldest,8,oldest,0,100,90,90,0.25,1,no,2d,quad,,nonlooping,variant,1,250,0,0,0,0.25,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_talon_spike_explode_dist,,loaded,wpn\grenade\concussion\explode\dist\concussion_dist_00.wav,,,,,wpn_talon_spike_explode_lfe,,,bus_fx,grp_explosion,snp_grenade,,0,0,71,71,500,5000,5000,,,,,4,priority,8,oldest,-100,100,20,95,0.25,1,no,3d,default,,nonlooping,variant,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_talon_spike_explode_dist,,loaded,wpn\grenade\concussion\explode\dist\concussion_dist_01.wav,,,,,wpn_talon_spike_explode_lfe,,,bus_fx,grp_explosion,snp_grenade,,0,0,71,71,500,5000,5000,,,,,4,priority,8,oldest,-100,100,20,95,0.25,1,no,3d,default,,nonlooping,variant,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_talon_spike_explode_dist,,loaded,wpn\grenade\concussion\explode\dist\concussion_dist_02.wav,,,,,wpn_talon_spike_explode_lfe,,,bus_fx,grp_explosion,snp_grenade,,0,0,71,71,500,5000,5000,,,,,4,priority,8,oldest,-100,100,20,95,0.25,1,no,3d,default,,nonlooping,variant,1,0,0,0,0,0.1,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_talon_spike_explode_lfe,,loaded,evt\lfe_sweep_hits\lfe_sweep_hit_02.wav,,,,,wpn_talon_spike_explode_blend,,,bus_hdrfx,grp_lfe,snp_grenade,,0,0,77,77,250,1000,1000,,,,,4,oldest,8,oldest,0,0,25,80,0.25,0.75,no,3d,lfe,,nonlooping,variant,1,0,0,0,0,0,yes,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
