Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#RAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_rain_blend,,loaded,amb\weather\rain\_on_stuff\on_concrete\hard\amb_rain_on_concrete_hard_04.wav,,,,,,,,bus_fx,grp_ambience,snp_ambience,,40,0,70,70,200,700,800,,,,,8,priority,8,oldest,0,100,50,60,0,1,no,3d,default,,looping,variant,1,0,10,24,100,0.4,no,yes,,0,,no,,,,,,,,,yes,no,no,0,1,yes,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
#LIGHTNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_lightning_dist_clap,,loaded,amb\weather\thunder\clap_dist_st\amb_thunder_clap_00.wav,,,,,amb_lightning_flux_l,,,bus_fx,grp_ambience,snp_ambience,,74,0,80,83,15000,15000,25000,,,,,8,priority,8,oldest,0,100,50,60,0,1,no,2d,default,,nonlooping,variant,1,0,5000,7500,89,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_lightning_dist_clap,,loaded,amb\weather\thunder\clap_dist_st\amb_thunder_clap_01.wav,,,,,amb_lightning_flux_l,,,bus_fx,grp_ambience,snp_ambience,,74,0,80,83,15000,15000,25000,,,,,8,priority,8,oldest,0,100,50,60,0,1,no,2d,default,,nonlooping,variant,1,0,5000,7500,89,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_lightning_dist_clap,,loaded,amb\weather\thunder\clap_dist_st\amb_thunder_clap_02.wav,,,,,amb_lightning_flux_l,,,bus_fx,grp_ambience,snp_ambience,,74,0,80,83,15000,15000,25000,,,,,8,priority,8,oldest,0,100,50,60,0,1,no,2d,default,,nonlooping,variant,1,0,5000,7500,89,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_lightning_dist_clap,,loaded,amb\weather\thunder\clap_dist_st\amb_thunder_clap_03.wav,,,,,amb_lightning_flux_l,,,bus_fx,grp_ambience,snp_ambience,,74,0,80,83,15000,15000,25000,,,,,8,priority,8,oldest,0,100,50,60,0,1,no,2d,default,,nonlooping,variant,1,0,5000,7500,89,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_lightning_dist_clap,,loaded,amb\weather\thunder\clap_dist_st\amb_thunder_clap_04.wav,,,,,amb_lightning_flux_l,,,bus_fx,grp_ambience,snp_ambience,,74,0,80,83,15000,15000,25000,,,,,8,priority,8,oldest,0,100,50,60,0,1,no,2d,default,,nonlooping,variant,1,0,5000,7500,89,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_lightning_dist_clap,,loaded,amb\weather\thunder\clap_dist_st\amb_thunder_clap_05.wav,,,,,amb_lightning_flux_l,,,bus_fx,grp_ambience,snp_ambience,,74,0,80,83,15000,15000,25000,,,,,8,priority,8,oldest,0,100,50,60,0,1,no,2d,default,,nonlooping,variant,1,0,5000,7500,89,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_lightning_dist_low,,loaded,amb\weather\thunder\distant\low\thunder_low_dist_00.wav,,,,,amb_lightning_dist_clap,,,bus_fx,grp_ambience,snp_ambience,,74,0,80,83,15000,15000,25000,,,,,8,priority,8,oldest,0,100,50,60,0,1,no,2d,default,,nonlooping,variant,1,0,5000,7500,89,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_lightning_dist_low,,loaded,amb\weather\thunder\distant\low\thunder_low_dist_01.wav,,,,,amb_lightning_dist_clap,,,bus_fx,grp_ambience,snp_ambience,,74,0,80,83,15000,15000,25000,,,,,8,priority,8,oldest,0,100,50,60,0,1,no,2d,default,,nonlooping,variant,1,0,5000,7500,89,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_lightning_dist_low,,loaded,amb\weather\thunder\distant\low\thunder_low_dist_02.wav,,,,,amb_lightning_dist_clap,,,bus_fx,grp_ambience,snp_ambience,,74,0,80,83,15000,15000,25000,,,,,8,priority,8,oldest,0,100,50,60,0,1,no,2d,default,,nonlooping,variant,1,0,5000,7500,89,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_lightning_dist_low,,loaded,amb\weather\thunder\distant\low\thunder_low_dist_03.wav,,,,,amb_lightning_dist_clap,,,bus_fx,grp_ambience,snp_ambience,,74,0,80,83,15000,15000,25000,,,,,8,priority,8,oldest,0,100,50,60,0,1,no,2d,default,,nonlooping,variant,1,0,5000,7500,89,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_lightning_dist_low,,loaded,amb\weather\thunder\distant\low\thunder_low_dist_04.wav,,,,,amb_lightning_dist_clap,,,bus_fx,grp_ambience,snp_ambience,,74,0,80,83,15000,15000,25000,,,,,8,priority,8,oldest,0,100,50,60,0,1,no,2d,default,,nonlooping,variant,1,0,5000,7500,89,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_lightning_dist_low,,loaded,amb\weather\thunder\distant\low\thunder_low_dist_05.wav,,,,,amb_lightning_dist_clap,,,bus_fx,grp_ambience,snp_ambience,,74,0,80,83,15000,15000,25000,,,,,8,priority,8,oldest,0,100,50,60,0,1,no,2d,default,,nonlooping,variant,1,0,5000,7500,89,0,no,no,,0,,no,,,,,,,,,yes,no,no,0,1,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_lightning_flux_l,,loaded,amb\weather\thunder\flux\left\left_00.wav,,,,,amb_lightning_flux_r,,,bus_fx,grp_ambience,snp_ambience,,74,0,70,70,15000,15000,25000,,,,,8,priority,8,oldest,0,100,50,60,0,1,no,3d,default,,nonlooping,variant,1,0,0,0,0,0,no,yes,,5000,,no,,,,,,,,,yes,no,no,0,1,yes,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_lightning_flux_l,,loaded,amb\weather\thunder\flux\left\left_01.wav,,,,,amb_lightning_flux_r,,,bus_fx,grp_ambience,snp_ambience,,74,0,70,70,15000,15000,25000,,,,,8,priority,8,oldest,0,100,50,60,0,1,no,3d,default,,nonlooping,variant,1,0,0,0,0,0,no,yes,,5000,,no,,,,,,,,,yes,no,no,0,1,yes,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
amb_lightning_flux_l,,loaded,amb\weather\thunder\flux\left\left_02.wav,,,,,amb_lightning_flux_r,,,bus_fx,grp_ambience,snp_ambience,,74,0,70,70,15000,15000,25000,,,,,8,priority,8,oldest,0,100,50,60,0,1,no,3d,default,,nonlooping,variant,1,0,0,0,0,0,no,yes,,5000,,no,,,,,,,,,yes,no,no,0,1,yes,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
