Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#CIVILPROTECTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_bm_interaction_machine_start,,loaded,zmb\level\zm_zod\beastmode\power\machine_start.wav,,,,,,,,BUS_FX,grp_set_piece,snp_special,,40,0,68,68,300,1000,1250,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_zod_fuse_pickup,,loaded,zmb\level\zm_zod\fuse\fuse_pickup.wav,,,,,,,,BUS_FX,grp_set_piece,snp_special,,25,0,68,68,150,750,950,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,74,100,99,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_zod_fuse_place,,loaded,zmb\level\zm_zod\fuse\place\fuse_place_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_special,,25,0,64,64,150,750,950,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,74,100,99,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_zod_fuse_place,,loaded,zmb\level\zm_zod\fuse\place\fuse_place_01.wav,,,,,,,,BUS_FX,grp_set_piece,snp_special,,25,0,64,64,150,750,950,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,74,100,99,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_zod_fuse_place,,loaded,zmb\level\zm_zod\fuse\place\fuse_place_02.wav,,,,,,,,BUS_FX,grp_set_piece,snp_special,,25,0,64,64,150,750,950,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,74,100,99,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
zmb_zod_fuse_place,,loaded,zmb\level\zm_zod\fuse\place\fuse_place_03.wav,,,,,,,,BUS_FX,grp_set_piece,snp_special,,25,0,64,64,150,750,950,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,74,100,99,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_civil_protector_die,,loaded,chr\robot\sparks\robo_sparks_00.wav,,,,,,,,BUS_HDRFX,grp_set_piece,snp_scripted_moment,,40,0,81,81,200,900,1000,allon,default,allon,default,8,oldest,4,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_civil_protector_die,,loaded,chr\robot\sparks\robo_sparks_01.wav,,,,,,,,BUS_HDRFX,grp_set_piece,snp_scripted_moment,,40,0,81,81,200,900,1000,allon,default,allon,default,8,oldest,4,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_civil_protector_die,,loaded,chr\robot\sparks\robo_sparks_02.wav,,,,,,,,BUS_HDRFX,grp_set_piece,snp_scripted_moment,,40,0,81,81,200,900,1000,allon,default,allon,default,8,oldest,4,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_civil_protector_die,,loaded,chr\robot\sparks\robo_sparks_03.wav,,,,,,,,BUS_HDRFX,grp_set_piece,snp_scripted_moment,,40,0,81,81,200,900,1000,allon,default,allon,default,8,oldest,4,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_civil_protector_die,,loaded,chr\robot\sparks\robo_sparks_04.wav,,,,,,,,BUS_HDRFX,grp_set_piece,snp_scripted_moment,,40,0,81,81,200,900,1000,allon,default,allon,default,8,oldest,4,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_civil_protector_die,,loaded,chr\robot\sparks\robo_sparks_05.wav,,,,,,,,BUS_HDRFX,grp_set_piece,snp_scripted_moment,,40,0,81,81,200,900,1000,allon,default,allon,default,8,oldest,4,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_civil_protector_die,,loaded,chr\robot\sparks\robo_sparks_06.wav,,,,,,,,BUS_HDRFX,grp_set_piece,snp_scripted_moment,,40,0,81,81,200,900,1000,allon,default,allon,default,8,oldest,4,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_civil_protector_die,,loaded,chr\robot\sparks\robo_sparks_07.wav,,,,,,,,BUS_HDRFX,grp_set_piece,snp_scripted_moment,,40,0,81,81,200,900,1000,allon,default,allon,default,8,oldest,4,oldest,-200,200,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
