Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#
#GENERIC
#
#MELEE
wpn_melee_regrip_plr,,,black_ops_2\wpn\melee\knife\knife_new\fly_gun_regrip.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,60,0,90,94,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,-88,84,70,70,0.25,1,no,2d,front_mostly,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,water,over,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no
#GALVAKNUCKLES
wpn_galvaknuckles_swing_plr,,,black_ops_2\wpn\melee\taser_knux\swing\fly_taser_swing_00.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_hdrfx,,10,93,69,69,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,-88,0,90,90,0.25,1,no,2d,wpn_all,,nonlooping,,1,0,0,0,0,0.25,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no
wpn_galvaknuckles_swing_plr,,,black_ops_2\wpn\melee\taser_knux\swing\fly_taser_swing_01.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_hdrfx,,10,93,69,69,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,-88,0,90,90,0.25,1,no,2d,wpn_all,,nonlooping,,1,0,0,0,0,0.25,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no
wpn_galvaknuckles_swing_plr,,,black_ops_2\wpn\melee\taser_knux\swing\fly_taser_swing_02.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_hdrfx,,10,93,69,69,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,-88,0,90,90,0.25,1,no,2d,wpn_all,,nonlooping,,1,0,0,0,0,0.25,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no
wpn_galvaknuckles_swing_npc,,,black_ops_2\wpn\melee\taser_knux\swing\fly_taser_swing_00.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_hdrfx,,10,0,65,65,300,1000,1000,allon,default,allon,default,4,priority,8,oldest,-88,0,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no
wpn_galvaknuckles_swing_npc,,,black_ops_2\wpn\melee\taser_knux\swing\fly_taser_swing_01.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_hdrfx,,10,0,65,65,300,1000,1000,allon,default,allon,default,4,priority,8,oldest,-88,0,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no
wpn_galvaknuckles_swing_npc,,,black_ops_2\wpn\melee\taser_knux\swing\fly_taser_swing_02.wav,,,,,,,,BUS_HDRFX,grp_hdrfx,snp_hdrfx,,10,0,65,65,300,1000,1000,allon,default,allon,default,4,priority,8,oldest,-88,0,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no
wpn_galvaknuckles_impact_plr,,,black_ops_2\wpn\melee\taser_knux\impact_generic\fly_taser_gen_00.wav,,,,,,,,BUS_FX,grp_hdrfx,snp_player_impacts,,10,93,72,72,0,10000,10000,allon,default,allon,default,2,reject,8,oldest,-200,200,90,90,0.25,1,no,2d,wpn_all,,nonlooping,,1,0,0,0,0,0.25,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no
wpn_galvaknuckles_impact_plr,,,black_ops_2\wpn\melee\taser_knux\impact_generic\fly_taser_gen_01.wav,,,,,,,,BUS_FX,grp_hdrfx,snp_player_impacts,,10,93,72,72,0,10000,10000,allon,default,allon,default,2,reject,8,oldest,-200,200,90,90,0.25,1,no,2d,wpn_all,,nonlooping,,1,0,0,0,0,0.25,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no
wpn_galvaknuckles_impact_npc,,,black_ops_2\wpn\melee\taser_knux\impact_generic\fly_taser_gen_00.wav,,,,,,,,BUS_FX,grp_hdrfx,snp_player_impacts,,10,0,72,72,300,1000,1000,allon,default,allon,default,2,reject,8,oldest,-200,200,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no
wpn_galvaknuckles_impact_npc,,,black_ops_2\wpn\melee\taser_knux\impact_generic\fly_taser_gen_01.wav,,,,,,,,BUS_FX,grp_hdrfx,snp_player_impacts,,10,0,72,72,300,1000,1000,allon,default,allon,default,2,reject,8,oldest,-200,200,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no
wpn_galvaknuckles_impact_body_plr,,,black_ops_2\wpn\melee\taser_knux\impact_body\fly_taser_imp_00.wav,,,,,,,,BUS_FX,grp_hdrfx,snp_player_impacts,,10,93,72,72,0,10000,10000,allon,default,allon,default,2,reject,8,oldest,-200,200,90,90,0.25,1,no,2d,wpn_all,,nonlooping,,1,0,0,0,0,0.25,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no
