Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mus_island_spider_roundend_1_intro,,streamed,mus\zm\island\spider_round\spider_round_end_v2.wav,,,,,,,,BUS_MUSIC,grp_music,snp_never_duck,cmn_duck_music,0,0,94,94,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,music_all,,nonlooping,,1,0,0,0,0,0.25,,yes,,0,,no,,,,,,,,,no,yes,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mus_island_spider_roundstart_1_intro,,streamed,mus\zm\island\spider_round\spider_round_start.wav,,,,,,,,BUS_MUSIC,grp_music,snp_never_duck,cmn_duck_music,0,0,97,97,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,music_all,,nonlooping,,1,0,0,0,0,0.25,,yes,,0,,no,,,,,,,,,no,yes,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
prj_spider_fire,,loaded,zmb\ai\spider\attack\spd_attack_00.wav,,,,,,,,BUS_FX,grp_explosion,snp_grenade,default,30,0,74,74,500,2000,2500,allon,default,allon,rcurve3,4,priority,8,oldest,-100,100,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,59,0.3,,yes,,0,,no,,,,,,,,,yes,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
prj_spider_fire,,loaded,zmb\ai\spider\attack\spd_attack_01.wav,,,,,,,,BUS_FX,grp_explosion,snp_grenade,default,30,0,74,74,500,2000,2500,allon,default,allon,rcurve3,4,priority,8,oldest,-100,100,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,59,0.3,,yes,,0,,no,,,,,,,,,yes,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
prj_spider_fire,,loaded,zmb\ai\spider\attack\spd_attack_02.wav,,,,,,,,BUS_FX,grp_explosion,snp_grenade,default,30,0,74,74,500,2000,2500,allon,default,allon,rcurve3,4,priority,8,oldest,-100,100,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,59,0.3,,yes,,0,,no,,,,,,,,,yes,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
prj_spider_fire,,loaded,zmb\ai\spider\attack\spd_attack_03.wav,,,,,,,,BUS_FX,grp_explosion,snp_grenade,default,30,0,74,74,500,2000,2500,allon,default,allon,rcurve3,4,priority,8,oldest,-100,100,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,59,0.3,,yes,,0,,no,,,,,,,,,yes,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
prj_spider_impact,,loaded,zmb\ai\parasite\prj\impact\prj_impact_00.wav,,,,,,,,BUS_FX,grp_explosion,snp_grenade,default,30,0,67,67,350,2000,2500,allon,default,allon,rcurve3,4,priority,8,oldest,-100,100,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,59,0.3,,yes,,0,,no,,,,,,,,,yes,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
prj_spider_impact,,loaded,zmb\ai\parasite\prj\impact\prj_impact_01.wav,,,,,,,,BUS_FX,grp_explosion,snp_grenade,default,30,0,67,67,350,2000,2500,allon,default,allon,rcurve3,4,priority,8,oldest,-100,100,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,59,0.3,,yes,,0,,no,,,,,,,,,yes,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
prj_spider_impact,,loaded,zmb\ai\parasite\prj\impact\prj_impact_02.wav,,,,,,,,BUS_FX,grp_explosion,snp_grenade,default,30,0,67,67,350,2000,2500,allon,default,allon,rcurve3,4,priority,8,oldest,-100,100,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,59,0.3,,yes,,0,,no,,,,,,,,,yes,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
prj_spider_impact,,loaded,zmb\ai\parasite\prj\impact\prj_impact_03.wav,,,,,,,,BUS_FX,grp_explosion,snp_grenade,default,30,0,67,67,350,2000,2500,allon,default,allon,rcurve3,4,priority,8,oldest,-100,100,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,59,0.3,,yes,,0,,no,,,,,,,,,yes,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
prj_spider_lp,,loaded,zmb\ai\parasite\prj\acidball\prj_acidball_lp.wav,,,,,,,,BUS_FX,grp_weapon,snp_wpn_3p,,30,0,76,76,74,300,300,allon,default,allon,default,8,oldest,8,oldest,300,600,50,90,0.25,1,no,3d,default,,looping,,1,0,50,200,79,0.2,,no,,0,,yes,,,,,,,,,yes,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
prj_spider_whizby,,loaded,zmb\ai\parasite\prj\whizby\prj_whizby_00.wav,,,,,,,,BUS_FX,grp_weapon,snp_wpn_3p,,30,0,59,59,150,1150,1150,allon,default,allon,default,1,priority,8,oldest,0,300,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,200,79,0.2,,no,,0,,yes,,,,,,,,,yes,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
prj_spider_whizby,,loaded,zmb\ai\parasite\prj\whizby\prj_whizby_01.wav,,,,,,,,BUS_FX,grp_weapon,snp_wpn_3p,,30,0,59,59,150,1150,1150,allon,default,allon,default,1,priority,8,oldest,0,300,50,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,200,79,0.2,,no,,0,,yes,,,,,,,,,yes,no,no,0,0,,no,,,,,,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
