Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mus_zod_parasite_end_intro,,streamed,mus\zm\zod\parasite_round\parasite_round_end_mas.wav,,,,,,,,BUS_MUSIC,grp_music,snp_music,,0,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,music_all,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,yes,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
mus_zod_parasite_start_intro,,streamed,mus\zm\zod\parasite_round\parasite_round_start_v2_mas.wav,,,,,,,,BUS_MUSIC,grp_music,snp_music,,0,0,96,96,0,10000,10000,allon,default,allon,default,8,priority,8,oldest,0,0,100,100,0,1,no,2d,music_all,,nonlooping,,1,0,0,0,0,0.25,no,yes,,0,,no,,,,,,,,,no,yes,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
prj_acidball_impact,,loaded,zmb\ai\parasite\prj\impact\prj_impact_00.wav,,,,,,,,bus_fx,grp_explosion,snp_grenade,,30,0,63,63,350,2000,2500,,,,,4,priority,8,oldest,-100,100,25,80,0.25,0.75,no,3d,default,,nonlooping,variant,1,0,200,600,59,0.3,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,1,yes,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
prj_acidball_impact,,loaded,zmb\ai\parasite\prj\impact\prj_impact_01.wav,,,,,,,,bus_fx,grp_explosion,snp_grenade,,30,0,63,63,350,2000,2500,,,,,4,priority,8,oldest,-100,100,25,80,0.25,0.75,no,3d,default,,nonlooping,variant,1,0,200,600,59,0.3,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,1,yes,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
prj_acidball_impact,,loaded,zmb\ai\parasite\prj\impact\prj_impact_02.wav,,,,,,,,bus_fx,grp_explosion,snp_grenade,,30,0,63,63,350,2000,2500,,,,,4,priority,8,oldest,-100,100,25,80,0.25,0.75,no,3d,default,,nonlooping,variant,1,0,200,600,59,0.3,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,1,yes,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
prj_acidball_impact,,loaded,zmb\ai\parasite\prj\impact\prj_impact_03.wav,,,,,,,,bus_fx,grp_explosion,snp_grenade,,30,0,63,63,350,2000,2500,,,,,4,priority,8,oldest,-100,100,25,80,0.25,0.75,no,3d,default,,nonlooping,variant,1,0,200,600,59,0.3,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,1,yes,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
prj_acidball_loop,,loaded,zmb\ai\parasite\prj\acidball\prj_acidball_lp.wav,,,,,,,,bus_fx,grp_weapon,snp_wpn_3p,,30,0,76,76,74,300,300,,,,,8,oldest,8,oldest,300,600,50,90,0.25,1,no,3d,default,,looping,pitch,1,0,50,200,79,0.2,no,no,,0,,yes,,,,,,,,,yes,no,no,0,7,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
prj_acidball_whizby,,loaded,zmb\ai\parasite\prj\whizby\prj_whizby_00.wav,,,,,,,,bus_fx,grp_weapon,snp_wpn_3p,,30,0,59,59,150,1150,1150,,,,,1,priority,8,oldest,0,300,50,90,0.25,1,no,3d,default,,nonlooping,pitch,1,0,50,200,79,0.2,no,no,,0,,yes,,,,,,,,,yes,no,no,0,10,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
prj_acidball_whizby,,loaded,zmb\ai\parasite\prj\whizby\prj_whizby_01.wav,,,,,,,,bus_fx,grp_weapon,snp_wpn_3p,,30,0,59,59,150,1150,1150,,,,,1,priority,8,oldest,0,300,50,90,0.25,1,no,3d,default,,nonlooping,pitch,1,0,50,200,79,0.2,no,no,,0,,yes,,,,,,,,,yes,no,no,0,10,no,no,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
