Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#NAPALMZOMBIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evt_napalm_fire,,loaded,zmb\zmb_blops\raven\evt\zmb_temple\napalm\evt_napalm_fire.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,83,83,150,2500,3000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,looping,,1,0,0,0,0,0.4,no,yes,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,1200,2500,,no,no,no,no,no,no,no,,,,
evt_napalm_zombie_charge,,loaded,zmb\ai\napalm\exp\evt_napalm_charge.wav,,,,,,,,BUS_FX,grp_explosion,snp_grenade,exp_grenade,50,0,95,95,150,2500,3000,allon,default,allon,rcurve3,4,priority,8,oldest,-100,100,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,60,0.3,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
evt_napalm_zombie_explo,,loaded,zmb\zmb_blops\raven\evt\zmb_temple\napalm\evt_napalm_zombie_explo.wav,,,,,evt_napalm_zombie_explo_lfe,,,BUS_FX,grp_explosion,snp_x2,exp_grenade,50,0,95,95,750,4000,4000,allon,default,allon,rcurve3,4,priority,8,oldest,-100,100,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,60,0.3,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
evt_napalm_zombie_explo_flux_l,,loaded,zmb\zmb_blops\evt\zombie_temple\sq\lgs\meteor_flux_l.wav,,,,,evt_napalm_zombie_explo_flux_r,,,BUS_FX,grp_explosion,snp_x2,,40,0,90,90,200,2500,2500,allon,default,allon,default,2,priority,8,oldest,-200,200,30,40,0.25,1,no,3d,default,,nonlooping,,1,150,0,0,0,0.25,no,yes,left_player,2500,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_napalm_zombie_explo_flux_r,,loaded,zmb\zmb_blops\evt\zombie_temple\sq\lgs\meteor_flux_r.wav,,,,,,,,BUS_FX,grp_explosion,snp_x2,,40,0,90,90,200,2500,2500,allon,default,allon,default,2,priority,8,oldest,-200,200,30,40,0.25,1,no,3d,default,,nonlooping,,1,175,0,0,0,0.25,no,no,right_player,2500,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_napalm_zombie_explo_lfe,,loaded,wpn\grenade\explosion\lfe\exp_grenade_lfe.wav,,,,,evt_napalm_zombie_explo_flux_l,,,BUS_HDRFX,grp_lfe,snp_x2,,0,0,90,90,250,1000,1000,allon,default,allon,default,4,oldest,8,oldest,0,0,25,80,0.25,0.75,no,3d,lfe,,nonlooping,,1,0,0,0,0,0,yes,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_napalm_zombie_loop,,loaded,zmb\zmb_blops\raven\evt\zmb_temple\napalm\evt_napalm_zombie_loop.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,67,67,150,2500,3000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,looping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_napalm_zombie_spawn,,loaded,zmb\ai\napalm\spawn\evt_napalm_zombie_spawn_00.wav,,,,,evt_napalm_zombie_spawn_vox,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,99,99,150,4500,4500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_napalm_zombie_spawn,,loaded,zmb\ai\napalm\spawn\evt_napalm_zombie_spawn_01.wav,,,,,evt_napalm_zombie_spawn_vox,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,99,99,150,4500,4500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_napalm_zombie_spawn,,loaded,zmb\ai\napalm\spawn\evt_napalm_zombie_spawn_02.wav,,,,,evt_napalm_zombie_spawn_vox,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,99,99,150,4500,4500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
