Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#SHRIEKERZOMBIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evt_sonic_ambient_loop,,loaded,zmb\zmb_blops\raven\zmb\sonic\evt_sonic_drone_loop.wav,,,,,,,,BUS_VOICE,grp_voice,snp_x3,,60,0,60,60,200,2400,2600,allon,default,rev65,default,3,priority,1,reject,-300,300,30,60,0.25,1,no,3d,default,,looping,,1,0,24,74,85,0.5,no,no,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_sonic_attack_flux_l,,loaded,zmb\zmb_blops\raven\zmb\sonic\evt_sonic_attack_flux_l.wav,,,,,evt_sonic_attack_flux_r,,,BUS_FX,grp_explosion,snp_grenade,,40,0,90,90,200,2500,2500,allon,default,allon,default,2,priority,8,oldest,-200,200,30,40,0.25,1,no,3d,default,,nonlooping,,1,150,0,0,0,0.25,no,yes,left_player,15000,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_sonic_attack_flux_r,,loaded,zmb\zmb_blops\raven\zmb\sonic\evt_sonic_attack_flux_r.wav,,,,,,,,BUS_FX,grp_explosion,snp_grenade,,40,0,90,90,200,2500,2500,allon,default,allon,default,2,priority,8,oldest,-200,200,30,40,0.25,1,no,3d,default,,nonlooping,,1,175,0,0,0,0.25,no,no,right_player,15000,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_sonic_buildup,,loaded,zmb\zmb_blops\raven\zmb\sonic\evt_sonic_charge_up.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,77,77,1500,2500,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_sonic_explode,,loaded,zmb\zmb_blops\raven\zmb\sonic\evt_sonic_explode.wav,,,,,evt_sonic_zombie_explo_lfe,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,77,77,1500,2500,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_sonic_spawn,,loaded,zmb\ai\sonic\spawn\evt_sonic_spawn_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,85,85,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_sonic_spawn,,loaded,zmb\ai\sonic\spawn\evt_sonic_spawn_01.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,85,85,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_sonic_spawn,,loaded,zmb\ai\sonic\spawn\evt_sonic_spawn_02.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,85,85,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_sonic_spawn,,loaded,zmb\ai\sonic\spawn\evt_sonic_spawn_03.wav,,,,,,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,85,85,500,10000,11000,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_sonic_zombie_explo_flux_l,,loaded,zmb\zmb_blops\evt\zombie_temple\sq\lgs\meteor_flux_l.wav,,,,,evt_sonic_zombie_explo_flux_r,,,BUS_FX,grp_explosion,snp_grenade,,40,0,90,90,200,2500,2500,allon,default,allon,default,2,priority,8,oldest,-200,200,30,40,0.25,1,no,3d,default,,nonlooping,,1,150,0,0,0,0.25,no,yes,left_player,2500,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
