Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#sword
zmb_sword_zombie_explode,,loaded,zmb\level\zm_zod\sword\stage2\imp\sword2_imp_00.wav,,,,,zmb_sword_zombie_explode_swt,,,BUS_HDRFX,grp_hdrfx,snp_impacts,,10,0,83,83,250,700,900,allon,default,allon,default,4,oldest,4,oldest,-100,100,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
zmb_sword_zombie_explode,,loaded,zmb\level\zm_zod\sword\stage2\imp\sword2_imp_01.wav,,,,,zmb_sword_zombie_explode_swt,,,BUS_HDRFX,grp_hdrfx,snp_impacts,,10,0,83,83,250,700,900,allon,default,allon,default,4,oldest,4,oldest,-100,100,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
zmb_sword_zombie_explode,,loaded,zmb\level\zm_zod\sword\stage2\imp\sword2_imp_02.wav,,,,,zmb_sword_zombie_explode_swt,,,BUS_HDRFX,grp_hdrfx,snp_impacts,,10,0,83,83,250,700,900,allon,default,allon,default,4,oldest,4,oldest,-100,100,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
zmb_sword_zombie_explode,,loaded,zmb\level\zm_zod\sword\stage2\imp\sword2_imp_03.wav,,,,,zmb_sword_zombie_explode_swt,,,BUS_HDRFX,grp_hdrfx,snp_impacts,,10,0,83,83,250,700,900,allon,default,allon,default,4,oldest,4,oldest,-100,100,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
zmb_sword_zombie_explode,,loaded,zmb\level\zm_zod\sword\stage2\imp\sword2_imp_04.wav,,,,,zmb_sword_zombie_explode_swt,,,BUS_HDRFX,grp_hdrfx,snp_impacts,,10,0,83,83,250,700,900,allon,default,allon,default,4,oldest,4,oldest,-100,100,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
zmb_sword_zombie_explode,,loaded,zmb\level\zm_zod\sword\stage2\imp\sword2_imp_05.wav,,,,,zmb_sword_zombie_explode_swt,,,BUS_HDRFX,grp_hdrfx,snp_impacts,,10,0,83,83,250,700,900,allon,default,allon,default,4,oldest,4,oldest,-100,100,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
zmb_sword_zombie_explode,,loaded,zmb\level\zm_zod\sword\stage2\imp\sword2_imp_06.wav,,,,,zmb_sword_zombie_explode_swt,,,BUS_HDRFX,grp_hdrfx,snp_impacts,,10,0,83,83,250,700,900,allon,default,allon,default,4,oldest,4,oldest,-100,100,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
zmb_sword_zombie_explode,,loaded,zmb\level\zm_zod\sword\stage2\imp\sword2_imp_07.wav,,,,,zmb_sword_zombie_explode_swt,,,BUS_HDRFX,grp_hdrfx,snp_impacts,,10,0,83,83,250,700,900,allon,default,allon,default,4,oldest,4,oldest,-100,100,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
zmb_sword_zombie_explode,,loaded,zmb\level\zm_zod\sword\stage2\imp\sword2_imp_08.wav,,,,,zmb_sword_zombie_explode_swt,,,BUS_HDRFX,grp_hdrfx,snp_impacts,,10,0,83,83,250,700,900,allon,default,allon,default,4,oldest,4,oldest,-100,100,40,90,0.25,1,no,3d,default,,nonlooping,,1,0,50,150,90,0.25,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,
