Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#BOWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exp_elemental_bow,,loaded,wpn\energy\staff\fire\projectile\explo\proj_explo_00.wav,,,,,,,,BUS_FX,grp_explosion,snp_grenade,exp_grenade,50,0,90,90,750,4000,4000,allon,default,allon,rcurve3,4,priority,8,oldest,-200,200,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,60,0.3,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
exp_elemental_bow,,loaded,wpn\energy\staff\fire\projectile\explo\proj_explo_01.wav,,,,,,,,BUS_FX,grp_explosion,snp_grenade,exp_grenade,50,0,90,90,750,4000,4000,allon,default,allon,rcurve3,4,priority,8,oldest,-200,200,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,60,0.3,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
exp_elemental_bow,,loaded,wpn\energy\staff\fire\projectile\explo\proj_explo_02.wav,,,,,,,,BUS_FX,grp_explosion,snp_grenade,exp_grenade,50,0,90,90,750,4000,4000,allon,default,allon,rcurve3,4,priority,8,oldest,-200,200,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,60,0.3,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
exp_elemental_bow_basic,,loaded,wpn\elemental_bow\exp\basic\bow_exp_basic_0.wav,,,,,exp_hero_bolt,,,BUS_FX,grp_explosion,snp_grenade,exp_grenade,50,0,93,93,750,4000,4000,allon,default,allon,rcurve3,4,priority,8,oldest,-200,200,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,60,0.3,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
exp_elemental_bow_basic,,loaded,wpn\elemental_bow\exp\basic\bow_exp_basic_1.wav,,,,,exp_hero_bolt,,,BUS_FX,grp_explosion,snp_grenade,exp_grenade,50,0,93,93,750,4000,4000,allon,default,allon,rcurve3,4,priority,8,oldest,-200,200,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,60,0.3,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
exp_elemental_bow_basic,,loaded,wpn\elemental_bow\exp\basic\bow_exp_basic_2.wav,,,,,exp_hero_bolt,,,BUS_FX,grp_explosion,snp_grenade,exp_grenade,50,0,93,93,750,4000,4000,allon,default,allon,rcurve3,4,priority,8,oldest,-200,200,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,60,0.3,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
exp_elemental_bow_full,,loaded,wpn\energy\staff\fire\shot\shot_front.wav,,,,,exp_elemental_bow,,,BUS_FX,grp_explosion,snp_grenade,exp_grenade,50,0,95,95,750,4000,4000,allon,default,allon,rcurve3,4,priority,8,oldest,-200,200,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,60,0.3,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
exp_elemental_bow_full,,loaded,wpn\energy\staff\fire\shot\shot_rear.wav,,,,,exp_elemental_bow,,,BUS_FX,grp_explosion,snp_grenade,exp_grenade,50,0,95,95,750,4000,4000,allon,default,allon,rcurve3,4,priority,8,oldest,-200,200,25,80,0.25,0.75,no,3d,default,,nonlooping,,1,0,200,600,60,0.3,yes,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,3000,4000,,no,no,no,no,no,no,no,,,,
pfx_storm_arrowhead_sparks,,loaded,wpn\elemental_bow\storm\pfx_stormbow_arrowhead.wav,,,,,,,,BUS_FX,grp_weapon,snp_wpn_1p,,65,0,70,70,0,10000,10000,allon,default,allon,default,8,priority,2,oldest,0,0,70,90,0.25,1,no,2d,center_mostly,,looping,,1,0,0,0,0,0.25,no,no,,0,,no,,,,,,,,,yes,no,no,200,200,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
pfx_storm_arrowhead_sparks_charged,,loaded,wpn\elemental_bow\storm\pfx_stormbow_arrowhead.wav,,,,,,,,BUS_FX,grp_weapon,snp_wpn_1p,,65,0,80,80,0,10000,10000,allon,default,allon,default,8,priority,2,oldest,-1001,-1001,70,90,0.25,1,no,2d,center_mostly,,looping,,1,0,0,0,0,0.25,no,no,,0,,no,,,,,,,,,yes,no,no,200,200,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
