Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#ASTROZOMBIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evt_astro_gasmask_loop,,loaded,zmb\zmb_blops\amb\aparatus\aparatus_01.wav,,,,,,,,BUS_FX,grp_foley,snp_wpn_turret,,50,0,60,60,100,750,1000,allon,default,allon,default,3,priority,2,oldest,-200,200,10,50,0.15,1,no,3d,default,,looping,,1,0,50,200,80,0.2,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_astro_spawn,,loaded,zmb\ai\astro_zombie\spawn\evt_astro_spawn_00.wav,,,,,,,,BUS_FX,grp_set_piece,snp_wpn_turret,,40,0,99,99,150,4500,4500,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_astro_zombie_explo,,loaded,zmb\zmb_blops\evt\zombie_moon\astronaut\evt_astro_pop.wav,,,,,evt_astro_zombie_explo_sub,,,BUS_FX,grp_set_piece,snp_scripted_moment,,40,0,80,80,350,1500,1750,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,default,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_astro_zombie_explo_flux_l,,loaded,zmb\zmb_blops\evt\zombie_moon\astronaut\evt_astro_flux_l.wav,,,,,evt_astro_zombie_explo_flux_r,,,BUS_FX,grp_explosion,snp_grenade,,40,0,90,90,200,2500,2500,allon,default,allon,default,2,priority,8,oldest,-200,200,30,40,0.25,1,no,3d,default,,nonlooping,,1,150,0,0,0,0.25,no,yes,left_player,2500,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_astro_zombie_explo_flux_r,,loaded,zmb\zmb_blops\evt\zombie_moon\astronaut\evt_astro_flux_r.wav,,,,,,,,BUS_FX,grp_explosion,snp_grenade,,40,0,90,90,200,2500,2500,allon,default,allon,default,2,priority,8,oldest,-200,200,30,40,0.25,1,no,3d,default,,nonlooping,,1,175,0,0,0,0.25,no,no,right_player,2500,,no,,,,,,,,,yes,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
evt_astro_zombie_explo_sub,,loaded,zmb\zmb_blops\evt\zombie_moon\astronaut\evt_astro_sub.wav,,,,,evt_astro_zombie_explo_flux_l,,,BUS_FX,grp_set_piece,snp_scripted_moment,,0,0,80,80,350,1500,1750,allon,default,allon,default,8,priority,8,oldest,0,0,80,100,0,0.7,no,3d,lfe,,nonlooping,,1,0,0,0,0,0,no,no,,0,,no,,,,,,,,,no,no,no,0,0,yes,no,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_astro_grab,,loaded,zmb\ai\astro_zombie\grab\fly_astro_grab_00.wav,,,,,,,,BUS_FX,grp_foley,snp_wpn_turret,,70,0,88,92,100,1200,1200,allon,default,allon,default,3,priority,2,oldest,-200,200,10,50,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.3,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_astro_grab,,loaded,zmb\ai\astro_zombie\grab\fly_astro_grab_01.wav,,,,,,,,BUS_FX,grp_foley,snp_wpn_turret,,70,0,88,92,100,1200,1200,allon,default,allon,default,3,priority,2,oldest,-200,200,10,50,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.3,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_step_astro,,loaded,zmb\ai\astro_zombie\step\fly_astro_step_00.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,70,0,88,92,100,1200,1200,allon,default,allon,default,3,priority,2,oldest,-200,200,10,50,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.3,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
fly_step_astro,,loaded,zmb\ai\astro_zombie\step\fly_astro_step_01.wav,,,,,,,,BUS_FX,grp_foley,snp_foley,,70,0,88,92,100,1200,1200,allon,default,allon,default,3,priority,2,oldest,-200,200,10,50,0.15,1,no,3d,default,,nonlooping,,1,0,50,200,80,0.3,no,yes,,0,,no,,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,yes,,,,,,,,,,,,,800,3000,,no,no,no,no,no,no,no,,,,
