xmodel,c_nrc_gen_g_larmspawn_afr
xmodel,c_nrc_gen_g_llegspawn
xmodel,c_nrc_gen_g_rarmspawn
xmodel,c_nrc_gen_g_rarmspawn_afr
xmodel,c_zom_der_zombie_body1
xmodel,c_zom_der_zombie_body1_g_larmoff
xmodel,c_zom_der_zombie_body1_g_rarmoff
xmodel,c_zom_der_zombie_body1_g_upclean
xmodelmesh,c_nrc_gen_g_llegspawn_bulcol2b9844e8
xmodelmesh,c_nrc_gen_g_llegspawn_lod06e5ec98a
xmodelmesh,c_nrc_gen_g_llegspawn_lod0727bb44d
xmodelmesh,c_nrc_gen_g_llegspawn_lod08d2f828b
xmodelmesh,c_nrc_gen_g_llegspawn_lod0a9853f06
xmodelmesh,c_nrc_gen_g_llegspawn_lod0b506af61
xmodelmesh,c_nrc_gen_g_llegspawn_lod0cb2cce10
xmodelmesh,c_nrc_gen_g_llegspawn_lod0cf41d862
xmodelmesh,c_nrc_gen_g_llegspawn_lod0dfd8b90c
xmodelmesh,c_nrc_gen_g_rarmspawn_bulcolf9140903
xmodelmesh,c_nrc_gen_g_rarmspawn_lod032a4876e
xmodelmesh,c_nrc_gen_g_rarmspawn_lod03df0494d
xmodelmesh,c_nrc_gen_g_rarmspawn_lod06ef59e19
xmodelmesh,c_nrc_gen_g_rarmspawn_lod07e6326a1
xmodelmesh,c_nrc_gen_g_rarmspawn_lod09ee818ff
xmodelmesh,c_nrc_gen_g_rarmspawn_lod0b18ca916
xmodelmesh,c_nrc_gen_g_rarmspawn_lod0d4c2d48e
xmodelmesh,c_nrc_gen_g_rarmspawn_lod0e09d5d11
xmodelmesh,c_zom_der_zombie_body1_g_larmoff_lod05db5510e
xmodelmesh,c_zom_der_zombie_body1_g_larmoff_lod1e7fc2e63
xmodelmesh,c_zom_der_zombie_body1_g_larmoff_lod2c77e6640
xmodelmesh,c_zom_der_zombie_body1_g_larmoff_lod361a66dd1
xmodelmesh,c_zom_der_zombie_body1_g_larmoff_lod4ff9bafd6
xmodelmesh,c_zom_der_zombie_body1_g_larmoff_lod5650133b0
xmodelmesh,c_zom_der_zombie_body1_g_larmoff_lod6b411cb98
xmodelmesh,c_zom_der_zombie_body1_g_rarmoff_lod023fef30b
xmodelmesh,c_zom_der_zombie_body1_g_rarmoff_lod1679e75d9
xmodelmesh,c_zom_der_zombie_body1_g_rarmoff_lod2892c0661
xmodelmesh,c_zom_der_zombie_body1_g_rarmoff_lod31bc3f57a
xmodelmesh,c_zom_der_zombie_body1_g_rarmoff_lod4e93b66c7
xmodelmesh,c_zom_der_zombie_body1_g_rarmoff_lod535cf422
xmodelmesh,c_zom_der_zombie_body1_g_rarmoff_lod6dbddcf67
xmodelmesh,c_zom_der_zombie_body1_g_upclean_lod0ba2fb72d
xmodelmesh,c_zom_der_zombie_body1_g_upclean_lod19959fb1b
xmodelmesh,c_zom_der_zombie_body1_g_upclean_lod244c7d25a
xmodelmesh,c_zom_der_zombie_body1_g_upclean_lod3d9e09bf1
xmodelmesh,c_zom_der_zombie_body1_g_upclean_lod4f4aa4925
xmodelmesh,c_zom_der_zombie_body1_g_upclean_lod59c70400e
xmodelmesh,c_zom_der_zombie_body1_g_upclean_lod68278a03c
xmodelmesh,c_zom_der_zombie_body1_lod0874a7bcc
xmodelmesh,c_zom_der_zombie_body1_lod1666d5813
xmodelmesh,c_zom_der_zombie_body1_lod25b6458ae
xmodelmesh,c_zom_der_zombie_body1_lod3d56e0fcb
xmodelmesh,c_zom_der_zombie_body1_lod487f0053f
xmodelmesh,c_zom_der_zombie_body1_lod51e17282b
xmodelmesh,c_zom_der_zombie_body1_lod65503eb7c
material,headiconyouinkillcam
material,mc/mtl_c_gen_arm_skin_dirty_african_notskin
material,mc/mtl_c_gen_gib_alpha
material,mc/mtl_c_gen_gib_stump
material,mc/mtl_c_zom_der_zombie_body1
material,mc/mtl_c_zom_der_zombie_body1_chest
material,mc/mtl_c_zom_der_zombie_gear_mp40pouch
techset,mc/lit_transition_advanced#e6142445
image,i_c_gen_arm_dirt_afr_c
image,i_c_gen_gib_alpha_c
image,i_c_gen_gib_stump_ao
image,i_c_gen_gib_stump_c
image,i_c_gen_gib_stump_g
image,i_c_gen_gib_stump_n
image,i_c_gen_reveal_1k_rec_horiz_r
image,i_c_gen_reveal_1k_rec_vert_r
image,i_c_gen_reveal_256_sq_r
image,i_c_gen_reveal_2k_sq_r
image,i_c_zom_der_zombie_body1_ao
image,i_c_zom_der_zombie_body1_c
image,i_c_zom_der_zombie_body1_chest_ao
image,i_c_zom_der_zombie_body1_chest_c
image,i_c_zom_der_zombie_body1_chest_g
image,i_c_zom_der_zombie_body1_chest_n
image,i_c_zom_der_zombie_body1_g
image,i_c_zom_der_zombie_body1_n
image,i_c_zom_der_zombie_mp40pouch_ao
image,i_c_zom_der_zombie_mp40pouch_c
image,i_c_zom_der_zombie_mp40pouch_g
image,i_c_zom_der_zombie_mp40pouch_n
image,i_c_zom_der_zombie_mp40pouch_s
image,killcamindicator
sound,cp_common
localize,collectible
keyvaluepairs,cp_common
